Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs [a AD],Seagr biom above dm [g/m**2],Seagr biom below dm [g/m**2],Seagr biom tot dm [g/m**2],Seagr shoot dens [#/m**2],Seagr cov [%],Seagr leaf dens [#/m**2],Seagr prod above dm [g/m**2/day],Seagr prod below dm [g/m**2/day],Seagr prod total dm [g/m**2/day],Seagr shoot prod dm [g/m**2/day],Seagr leaf prod dm [g/m**2/day],Reference
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,,,7.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,,,9.1,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,,,26.2,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2013,,,,,18.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2013,,,,,5.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2013,,,,,2.8,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2013,,,,,3.8,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2013,,,,,3.1,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2013,,,,,3,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2013,,,,,3.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2013,,,,,5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2013,,,,,22.1,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2013,,,,,16.2,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2013,,,,,21.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2014,,,,,19.3,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2014,,,,,11.8,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2014,,,,,10.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2014,,,,,19.7,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2014,,,,,23.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2014,,,,,15,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2014,,,,,6.1,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2014,,,,,4.2,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2014,,,,,2.3,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2014,,,,,2.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2014,,,,,3.3,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2014,,,,,3.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2014,,,,,10.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2014,,,,,16.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2014,,,,,17.8,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2014,,,,,18.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,,,20.1,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,,,14.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,,,13.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,,,21.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2015,,,,,27.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2015,,,,,14.8,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2015,,,,,5.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2015,,,,,3.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2015,,,,,2.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2015,,,,,2,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2015,,,,,3.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2015,,,,,7,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2015,,,,,8.3,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2015,,,,,13.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2015,,,,,16,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2015,,,,,22.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,20.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,15.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,14,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,12.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,22.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2016,,,,,9.6,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2016,,,,,4.7,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halodule,2016,,,,,3.7,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2016,,,,,1.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2016,,,,,2.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2016,,,,,2.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2016,,,,,3.9,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2016,,,,,12.4,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,16.1,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,20.5,,,,,,,Alonso Aller et al. 2019
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,24.8,,,,,,,Alonso Aller et al. 2019
40.824,24.317,Mediterranean,Coastal,Cymodocea,2017,,,,97.67,,,,,,,,Anastasiadou et al. 2020
40.843,24.308,Mediterranean,Coastal,Cymodocea,2017,,,,75.83,,,,,,,,Anastasiadou et al. 2020
40.912,24.571,Mediterranean,Coastal,Cymodocea,2017,,,,54.25,,,,,,,,Anastasiadou et al. 2020
40.949,24.487,Mediterranean,Coastal,Cymodocea,2017,,,,57.5,,,,,,,,Anastasiadou et al. 2020
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,7539.4,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,12696.45,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,7.19,6.35,13.53,,,7471.53,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,18.88,21,39.88,,,15264.76,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,7.01,7.96,14.96,,,4159.46,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,9.44,15.1,24.54,,,5748.29,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,4.95,3.19,8.14,,,3401.73,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,2.38,0.37,2.75,,,1054.95,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,11.09,16.76,27.85,,,7482.07,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,7.08,6.84,13.92,,,3175.36,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,1.43,0.37,1.8,,,1403.01,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,646.47,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,12.51,26.67,39.17,,,3728.14,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,9072.34,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,5098,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,7565,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,1973,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,4029,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,2220,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,2384,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,8305,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,4194,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,13569,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,11759,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,9786,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,3207,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,10.8,13.8,24.6,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,2,5.6,7.6,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,5.9,12.2,18.1,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,3.6,4.9,8.5,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,9.5,25.1,34.6,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,5.2,7.9,13.1,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,21,43.8,64.8,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,15.4,35.3,50.7,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,13.1,48.5,61.6,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,3.9,6.3,10.2,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,14967,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,7236,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,4687,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,10608,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,19.3,28.7,48,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,16.7,29.7,46.4,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,10.5,24.1,34.6,,,,,,,,,Anton et al. 2009
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,27.5,52.1,79.6,,,,,,,,,Anton et al. 2009
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,345.24,398.34,743.6,453.3,,,,,,,1.814,Apostolaki et al. 2009
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,237.5,170.25,407.7,344,,,,,,,0.874,Apostolaki et al. 2009
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,89.88,789.45,879.3,285.3,,,,,,,0.683,Apostolaki et al. 2009
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,110.71,111.77,222.5,296,,,,,,,0.742,Apostolaki et al. 2009
37.658,23.988,Mediterranean,Coastal,Posidonia,2007,172.02,145.08,317.1,286.7,,,,,,,0.757,Apostolaki et al. 2009
37.658,23.988,Mediterranean,Coastal,Posidonia,2007,273.21,483.18,756.4,318.7,,,,,,,0.971,Apostolaki et al. 2009
24.193,-97.753,Tropical Atlantic,Coastal,Halodule,2017,52.93,90.38,143.31,,,,,,,,,Arellano-Mendez et al. 2019
24.193,-97.753,Tropical Atlantic,Estuarine,Ruppia,2017,56.99,75.04,132.03,,,,,,,,,Arellano-Mendez et al. 2019
24.193,-97.753,Tropical Atlantic,Coastal,Syringodium,2017,51.58,94.89,146.47,,,,,,,,,Arellano-Mendez et al. 2019
24.193,-97.753,Tropical Atlantic,Coastal,Thalassia,2017,107.07,132.33,239.4,,,,,,,,,Arellano-Mendez et al. 2019
24.193,-97.753,Tropical Atlantic,Coastal,Halophila,2017,10.98,57.9,68.87,,,,,,,,,Arellano-Mendez et al. 2019
-26.001,32.901,Tropical Indo Pacific,Coastal,Thalassodendron,1992,310.9,523.7,834.6,,,,,,,,,Bandeira 1997
-26.001,32.901,Tropical Indo Pacific,Coastal,Thalassodendron,1992,137.5,182.1,319.6,,,,,,,,,Bandeira 1997
-26.033,32.881,Tropical Indo Pacific,Coastal,Thalassodendron,1993,646.4,1079.2,1725.6,,,,,,,,,Bandeira 1997
-26.001,32.901,Tropical Indo Pacific,Coastal,Thalassodendron,1993,423,683.7,1106.7,,,,,,,,,Bandeira 1997
-26.033,32.881,Tropical Indo Pacific,Coastal,Thalassodendron,1994,258,277.8,535.8,,,,,,,,,Bandeira 1997
-26.001,32.901,Tropical Indo Pacific,Estuarine,Thalassodendron,1998,258,301,559,4561,,,,,,,0.6,Bandeira 2002
-26.001,32.901,Tropical Indo Pacific,Estuarine,Thalassodendron,1998,124,183,307,888,,,,,,,1.3,Bandeira 2002
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2011,,,,982.39,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,922.28,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,884.5,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,743.67,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,668.1,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,462.01,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,449.99,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,376.14,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,417.36,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,358.97,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,348.66,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,279.97,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,927.44,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,386.45,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,49.83,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,36.09,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,832.98,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,673.26,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,724.78,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,546.17,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,218.14,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,36.09,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,85.9,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,903.39,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,659.52,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,681.84,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,537.58,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,504.95,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,496.36,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,599.41,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,386.45,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,243.9,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,307.44,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,721.34,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,362.4,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,144.29,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,27.5,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,82.46,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,51.55,,,,,,,,Barry et al. 2017
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,61.85,,,,,,,,Barry et al. 2017
28.779,-82.798,Tropical Atlantic,Coastal,Thalassia,2013,,,,757,,,,,,,,Barry et al. 2018
28.902,-83.015,Tropical Atlantic,Coastal,Thalassia,2013,,,,656,,,,,,,,Barry et al. 2018
29.368,-83.275,Tropical Atlantic,Coastal,Thalassia,2013,,,,296,,,,,,,,Barry et al. 2018
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,350.5,,,407,,,,34,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,69.6,,,223,,,,13,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,,,,,,,,4,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,,,,,,,,2,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1976,472.5,,,,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1976,88.4,,,,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,408,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,349,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,379,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,199,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,174,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,133,,,,,,,,Bay 1984
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,66,,,,,,,,Bay 1984
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,32.26,,,,,,,,,,0.967,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,55.69,,,,,,,,,,1.033,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,26.83,,,,,,,,,,1.486,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,40.75,,,,,,,,,,1.189,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,47.37,,,,,,,,,,0.664,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,62.65,,,,,,,,,,1.078,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,38.03,,,,,,,,,,0.867,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,53.85,,,,,,,,,,1.222,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,30.09,,,,,,,,,,0.847,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,20,,,,,,,,,,0.457,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,8.89,,,,,,,,,,0.173,Beal ey al. 2004
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,29.74,,,,,,,,,,,Beal ey al. 2004
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,41.03,,,,,,,,,,,Beal ey al. 2004
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,29.4,,,,,,,,,,,Beal ey al. 2004
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,31.28,,,,,,,,,,,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,28.35,,,,,,,,,,0.197,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,18.51,,,,,,,,,,0.189,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,47.71,,,,,,,,,,0.936,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,53.48,,,,,,,,,,1.486,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,67.57,,,,,,,,,,1.456,Beal ey al. 2004
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,77.59,,,,,,,,,,1.419,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,14.36,,,,,,,,,,0.098,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,,,,,,,,,,,0.006,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,20.85,,,,,,,,,,0.757,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,29.57,,,,,,,,,,1.032,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,24.96,,,,,,,,,,0.642,Beal ey al. 2004
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,35.38,,,,,,,,,,0.881,Beal ey al. 2004
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2015,48.6,,,,82,,,,,,,Beca-Carretero et al. 2019
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2015,92.1,209.6,301.7,,81,,,,,,,Beca-Carretero et al. 2019
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2015,70.8,,,,73,,,,,,,Beca-Carretero et al. 2019
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2015,,,,193.2,,,,,,,,Beca-Carretero et al. 2019
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2015,,,,236.1,,,,,,,,Beca-Carretero et al. 2019
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2015,,,,194.8,,,,,,,,Beca-Carretero et al. 2019
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2015,49.7,,,165.3,66,,,,,,,Beca-Carretero et al. 2019
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2015,33.4,,,62,18,,,,,,,Beca-Carretero et al. 2019
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2015,46.7,,,185.4,78,,,,,,,Beca-Carretero et al. 2019
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2015,116.8,244.1,360.9,269.3,97,,,,,,,Beca-Carretero et al. 2019
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2015,64.3,168.8,233.1,69.2,44,,,,,,,Beca-Carretero et al. 2019
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2015,128.5,,,248.2,91,,,,,,,Beca-Carretero et al. 2019
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2015,67.2,,,184,77,,,,,,,Beca-Carretero et al. 2019
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2015,63.5,,,78.6,35,,,,,,,Beca-Carretero et al. 2019
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2015,61.9,,,148.6,64,,,,,,,Beca-Carretero et al. 2019
